Year,PLAYER,Player ID,G,REC,YDS,Y/R,YBC,YBC/R,AIR,AIR/R,YAC,YAC/R,YACON,YACON/R,BRKTKL,TGT,% TM,CATCHABLE,DROP,RZ TGT,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,LNG,TD,Model Pred,Var
2021,Phillip Dorsett II (DEN),543,5,7,110,15.7,83,11.9,0,0,27,3.9,7,1,0,14,0.024,7,0,1,4,2,2,0,0,36,0,,
2021,Dez Fitzpatrick (PIT),544,3,5,49,9.8,46,9.2,0,0,3,0.6,1,0.2,0,8,0.015,5,0,2,3,0,0,0,0,18,1,,
2021,Collin Johnson (CHI),545,8,11,105,9.5,87,7.9,0,0,18,1.6,8,0.7,2,21,0.037,12,1,1,6,0,0,0,0,16,0,,
2021,Trinity Benson (FA),546,7,10,103,10.3,52,5.2,0,0,51,5.1,14,1.4,0,22,0.039,13,3,1,3,2,0,0,0,24,0,,
2021,Chris Hogan (FA),547,5,4,41,10.3,20,5,0,0,21,5.3,2,0.5,0,8,0.017,4,0,2,2,0,0,0,0,16,1,,
2021,Shi Smith (KC),548,5,6,104,17.3,33,5.5,0,0,71,11.8,7,1.2,0,11,0.019,6,0,1,3,1,1,1,1,63,0,,
2021,Auden Tate (FA),549,4,3,39,13,18,6,0,0,21,7,8,2.7,2,4,0.007,3,0,1,2,0,0,0,0,18,1,,
2021,Josh Gordon (FA),550,9,5,32,6.4,27,5.4,0,0,5,1,0,0,0,14,0.022,8,2,3,1,0,0,0,0,11,1,,
2021,Cameron Batson (FA),551,4,2,15,7.5,14,7,0,0,1,0.5,0,0,0,5,0.01,2,0,2,1,0,0,0,0,13,1,,
2021,Anthony Miller (KC),552,3,6,25,4.2,15,2.5,0,0,10,1.7,3,0.5,0,12,0.023,8,0,1,1,0,0,0,0,10,1,,
2021,Dezmon Patmon (FA),553,4,2,21,10.5,18,9,0,0,3,1.5,0,0,0,4,0.008,2,0,1,1,0,0,0,0,14,1,,
2021,Preston Williams (FA),554,6,6,71,11.8,33,5.5,0,0,38,6.3,10,1.7,2,16,0.027,12,3,4,2,2,1,0,0,34,0,,
2021,KJ Hamler (BUF),555,3,5,74,14.8,58,11.6,0,0,16,3.2,0,0,0,10,0.019,6,1,0,3,2,0,0,0,28,3,,
2021,Dede Westbrook (FA),556,15,10,68,6.8,51,5.1,0,0,17,1.7,6,0.6,0,15,0.026,10,0,0,2,0,0,0,0,17,0,,
2021,Dax Milne (WAS),557,9,9,83,9.2,49,5.4,0,0,34,3.8,3,0.3,0,14,0.026,10,0,1,4,1,0,0,0,22,0,,
2021,Ja'Marcus Bradley (FA),558,4,4,64,16,48,12,0,0,16,4,5,1.3,0,4,0.008,4,0,0,2,1,1,0,0,37,0,,
2021,Penny Hart (FA),559,12,7,59,8.4,18,2.6,0,0,41,5.9,5,0.7,0,12,0.025,9,1,1,3,0,0,0,0,16,0,,
2021,C.J. Board (FA),560,6,4,51,12.8,38,9.5,0,0,13,3.3,0,0,0,6,0.011,4,0,1,1,1,1,0,0,38,0,,
2021,Amari Rodgers (FA),561,16,4,45,11.3,21,5.3,0,0,24,6,12,3,1,8,0.014,7,1,2,2,0,0,0,0,19,0,,
2021,Jason Moore Jr. (FA),562,1,3,56,18.7,30,10,0,0,26,8.7,4,1.3,0,4,0.006,3,0,0,3,1,0,0,0,24,0,,
2021,Alex Erickson (LAC),563,17,3,55,18.3,25,8.3,0,0,30,10,2,0.7,0,4,0.007,3,0,0,3,1,0,0,0,25,0,,
2021,Jaelon Darden (CLE),564,9,6,43,7.2,19,3.2,0,0,24,4,2,0.3,0,12,0.017,6,0,0,1,1,0,0,0,29,0,,
2021,William Fuller V (FA),565,2,4,26,6.5,16,4,0,0,10,2.5,4,1,1,8,0.013,4,0,0,1,0,0,0,0,10,0,,
2021,Greg Dortch (ARI),566,5,3,15,5,-16,-5.3,0,0,31,10.3,4,1.3,0,3,0.005,3,0,1,1,0,0,0,0,10,0,,
2021,Juwann Winfree (IND),567,5,8,58,7.3,27,3.4,0,0,31,3.9,9,1.1,1,13,0.023,10,1,3,4,0,0,0,0,12,0,,
2021,Kevin White (FA),568,4,1,38,38,29,29,0,0,9,9,4,4,0,5,0.011,2,1,0,1,1,1,0,0,38,0,,
2021,Willie Snead IV (SF),569,7,4,38,9.5,26,6.5,0,0,12,3,8,2,1,8,0.013,5,1,2,2,0,0,0,0,15,0,,
2021,Curtis Samuel (BUF),570,5,6,27,4.5,-13,-2.2,0,0,40,6.7,4,0.7,0,9,0.017,6,0,1,1,0,0,0,0,10,0,,
2021,D.J. Montgomery (IND),571,2,3,36,12,21,7,0,0,15,5,0,0,0,6,0.01,3,0,1,2,0,0,0,0,14,0,,
2021,Pharoh Cooper (FA),572,8,4,33,8.3,26,6.5,0,0,7,1.8,3,0.8,0,11,0.02,6,0,3,1,0,0,0,0,15,0,,
2021,J.J. Arcega-Whiteside (FA),573,7,2,36,18,7,3.5,0,0,29,14.5,3,1.5,0,5,0.011,5,3,0,2,1,0,0,0,23,0,,
2021,Trenton Irwin (CIN),574,5,2,34,17,6,3,0,0,28,14,0,0,0,5,0.009,2,0,1,1,1,0,0,0,25,0,,
2021,Cody Hollister (FA),575,3,4,33,8.3,16,4,0,0,17,4.3,13,3.3,0,7,0.013,4,0,2,1,0,0,0,0,14,0,,
2021,Cody White (SEA),576,6,5,33,6.6,19,3.8,0,0,14,2.8,4,0.8,0,6,0.009,6,1,0,1,0,0,0,0,11,0,,
2021,KJ Hill Jr. (FA),577,6,3,30,10,18,6,0,0,12,4,0,0,0,3,0.005,3,0,0,1,0,0,0,0,19,0,,
2021,Jake Kumerow (FA),578,7,2,28,14,21,10.5,0,0,7,3.5,4,2,0,6,0.01,3,1,2,2,0,0,0,0,15,0,,
2021,Christian Blake (FA),579,10,4,25,6.3,23,5.8,0,0,2,0.5,0,0,0,10,0.018,5,1,2,0,0,0,0,0,8,0,,
2021,Marcus Kemp (FA),580,12,2,24,12,16,8,0,0,8,4,2,1,0,5,0.008,3,1,0,1,0,0,0,0,16,0,,
2021,Tylan Wallace (BAL),581,10,2,23,11.5,9,4.5,0,0,14,7,10,5,2,6,0.01,2,0,1,1,0,0,0,0,18,0,,
2021,Dazz Newsome (FA),582,3,2,23,11.5,8,4,0,0,15,7.5,6,3,0,5,0.01,2,0,0,2,0,0,0,0,13,0,,
2021,Keith Kirkwood (NO),583,3,3,17,5.7,1,0.3,0,0,16,5.3,2,0.7,0,7,0.012,4,1,1,0,0,0,0,0,7,0,,
2021,David Sills (DEN),584,4,2,17,8.5,15,7.5,0,0,2,1,0,0,0,6,0.011,3,1,1,1,0,0,0,0,12,0,,
2021,Tyron Billy-Johnson (FA),585,7,2,16,8,7,3.5,0,0,9,4.5,0,0,0,5,0.009,2,0,0,1,0,0,0,0,10,0,,
2021,Stanley Morgan Jr. (CIN),586,11,2,11,5.5,-9,-4.5,0,0,20,10,0,0,0,4,0.007,2,0,0,0,0,0,0,0,8,0,,
2021,Frank Darby (ATL),587,4,1,14,14,3,3,0,0,11,11,4,4,1,4,0.007,2,1,0,1,0,0,0,0,14,0,,
2021,Racey McMath (DAL),588,6,2,8,4,-1,-0.5,0,0,9,4.5,0,0,0,6,0.011,2,0,1,0,0,0,0,0,9,0,,
2021,Travis Benjamin (FA),589,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0.01,0,0,0,0,0,0,0,0,0,0,,
2021,Diontae Spencer (FA),590,15,1,-3,-3,-3,-3,0,0,0,0,0,0,0,4,0.008,1,0,1,0,0,0,0,0,0,0,,
